y, y_hat, random
0, 0.00204, 0.92746
0, 0.00001, 0.19531
1, 0.69201, 0.25301
0, 0.00029, 0.48224
0, 0.00077, 0.44430
0, 0.00005, 0.35162
0, 0.00085, 0.53759
1, 0.91884, 0.16174
0, 0.00017, 0.69560
1, 0.95197, 0.20920
1, 0.89519, 0.67866
0, 0.00022, 0.37070
0, 0.00020, 0.33055
0, 0.00000, 0.90719
0, 0.00021, 0.29975
0, 0.00033, 0.60011
0, 0.00005, 0.27328
0, 0.00005, 0.75352
0, 0.00042, 0.34242
0, 0.00040, 0.39641
0, 0.00000, 0.00407
0, 0.00002, 0.42552
0, 0.00000, 0.39706
0, 0.00105, 0.42235
0, 0.00003, 0.13816
0, 0.00011, 0.53869
1, 0.99943, 0.39202
0, 0.00106, 0.98526
0, 0.00003, 0.88986
0, 0.00006, 0.36147
0, 0.00032, 0.95207
1, 0.83188, 0.51795
1, 0.31933, 0.90591
0, 0.00000, 0.32562
0, 0.00037, 0.63929
0, 0.00044, 0.13288
0, 0.00007, 0.63854
0, 0.00008, 0.75543
0, 0.00067, 0.32672
0, 0.00005, 0.16395
0, 0.00018, 0.18033
0, 0.00043, 0.54733
0, 0.00017, 0.03794
0, 0.00028, 0.77939
0, 0.00055, 0.66469
0, 0.00009, 0.84373
0, 0.00001, 0.48096
0, 0.00034, 0.73126
0, 0.00002, 0.68167
0, 0.00130, 0.65905
0, 0.00000, 0.98007
0, 0.00044, 0.54882
0, 0.00001, 0.02213
0, 0.00019, 0.29747
0, 0.00145, 0.15545
0, 0.00089, 0.29492
0, 0.00023, 0.08135
0, 0.00475, 0.53565
1, 0.61728, 0.47734
0, 0.04854, 0.21164
0, 0.00048, 0.56146
0, 0.00007, 0.91586
1, 0.98304, 0.34526
0, 0.00030, 0.91667
1, 0.99968, 0.05615
0, 0.00041, 0.73993
0, 0.00033, 0.19864
0, 0.00006, 0.48941
0, 0.01315, 0.15299
0, 0.00096, 0.13653
0, 0.00515, 0.34394
0, 0.00034, 0.92309
0, 0.00000, 0.98034
0, 0.00001, 0.50059
1, 0.78499, 0.15078
0, 0.00039, 0.17976
0, 0.00016, 0.96130
0, 0.00040, 0.98391
1, 0.99972, 0.24602
0, 0.99820, 0.55117
0, 0.00028, 0.88765
0, 0.00011, 0.42088
0, 0.00012, 0.92622
0, 0.00000, 0.18537
0, 0.00015, 0.31349
0, 0.00013, 0.79163
0, 0.00137, 0.44217
0, 0.00035, 0.47245
0, 0.00001, 0.09777
0, 0.00023, 0.65074
0, 0.00001, 0.22079
0, 0.00003, 0.11456
0, 0.00104, 0.10226
0, 0.00012, 0.64104
0, 0.00000, 0.69820
0, 0.00036, 0.55204
0, 0.00032, 0.25755
0, 0.00048, 0.45742
1, 0.80636, 0.95183
1, 0.99998, 0.23427
1, 0.98346, 0.36819
0, 0.00000, 0.48233
0, 0.00039, 0.21330
0, 0.00125, 0.50556
0, 0.00000, 0.65520
0, 0.00801, 0.11502
0, 0.00053, 0.51558
0, 0.02999, 0.90405
0, 0.00443, 0.82467
0, 0.00014, 0.37439
0, 0.00163, 0.91323
0, 0.00770, 0.42781
0, 0.00069, 0.26087
1, 0.96956, 0.57623
0, 0.00001, 0.27119
0, 0.00073, 0.95342
0, 0.00024, 0.95896
0, 0.00076, 0.43679
0, 0.00001, 0.76713
0, 0.00005, 0.10474
0, 0.00041, 0.75832
0, 0.00012, 0.26625
0, 0.00034, 0.89247
0, 0.00114, 0.38306
0, 0.00001, 0.94310
0, 0.00150, 0.86938
0, 0.00012, 0.35258
0, 0.00002, 0.88865
0, 0.00031, 0.43458
0, 0.00001, 0.70701
0, 0.00100, 0.54116
0, 0.00031, 0.89121
0, 0.00062, 0.96413
0, 0.00000, 0.72159
0, 0.00007, 0.89454
0, 0.00033, 0.55653
1, 0.99984, 0.35440
0, 0.00001, 0.29048
0, 0.01779, 0.10486
0, 0.00024, 0.24337
0, 0.00177, 0.59850
0, 0.00676, 0.12328
0, 0.00008, 0.67742
1, 0.97816, 0.33741
0, 0.00000, 0.00872
0, 0.00000, 0.46026
0, 0.00006, 0.54109
0, 0.00000, 0.37469
0, 0.00061, 0.85359
0, 0.00030, 0.91643
0, 0.00015, 0.49674
0, 0.00042, 0.99377
0, 0.00019, 0.88715
0, 0.00181, 0.08482
0, 0.00026, 0.09322
0, 0.00179, 0.73910
0, 0.00020, 0.97124
0, 0.00001, 0.35300
0, 0.00442, 0.21661
0, 0.00022, 0.71550
0, 0.00442, 0.24587
0, 0.00037, 0.62087
0, 0.00250, 0.14017
0, 0.00094, 0.33529
0, 0.00026, 0.90267
0, 0.00078, 0.83502
0, 0.00003, 0.78983
1, 0.99936, 0.97810
0, 0.00029, 0.29667
0, 0.00180, 0.99112
0, 0.00017, 0.37369
0, 0.00001, 0.69011
0, 0.00001, 0.13465
1, 0.29007, 0.43274
0, 0.00050, 0.87172
0, 0.00000, 0.56273
0, 0.00027, 0.54018
0, 0.00005, 0.09105
0, 0.00725, 0.11549
0, 0.00027, 0.97420
0, 0.00000, 0.21774
0, 0.33831, 0.67479
0, 0.01814, 0.34123
0, 0.00006, 0.80941
0, 0.00001, 0.63746
0, 0.00016, 0.86133
0, 0.00896, 0.57782
0, 0.00040, 0.64985
0, 0.00060, 0.00615
0, 0.00017, 0.70040
0, 0.00004, 0.65392
0, 0.00034, 0.93691
0, 0.00002, 0.45060
0, 0.00197, 0.66642
0, 0.00039, 0.86774
1, 0.98947, 0.83733
0, 0.00005, 0.63875
0, 0.00000, 0.49695
1, 0.89937, 0.22501
0, 0.00012, 0.78147
1, 0.99154, 0.84786
0, 0.00000, 0.14313
0, 0.00000, 0.71922
0, 0.00010, 0.37600
0, 0.00021, 0.02286
0, 0.00637, 0.49052
0, 0.00272, 0.11340
1, 0.94293, 0.08128
1, 0.98054, 0.71750
0, 0.00000, 0.88674
0, 0.00005, 0.68040
0, 0.00004, 0.03049
1, 0.91884, 0.00009
0, 0.00023, 0.71053
0, 0.00868, 0.64117
0, 0.00005, 0.98124
0, 0.00007, 0.69733
1, 0.99896, 0.65301
0, 0.00956, 0.77476
0, 0.00000, 0.37376
0, 0.00012, 0.61806
0, 0.00003, 0.88845
0, 0.00082, 0.91834
0, 0.00171, 0.25476
0, 0.00005, 0.40115
0, 0.00020, 0.42628
0, 0.00018, 0.79615
0, 0.00004, 0.52823
0, 0.00114, 0.76323
1, 0.97274, 0.19589
0, 0.98786, 0.49975
0, 0.00001, 0.28374
0, 0.00000, 0.91194
0, 0.00024, 0.54702
0, 0.00125, 0.84275
0, 0.00032, 0.27432
0, 0.00058, 0.88003
0, 0.42726, 0.51609
0, 0.00010, 0.05668
0, 0.00001, 0.96934
0, 0.00000, 0.02443
0, 0.00000, 0.77977
1, 0.02581, 0.82197
0, 0.00051, 0.16717
0, 0.00209, 0.54943
0, 0.00024, 0.52957
0, 0.00000, 0.64830
0, 0.00030, 0.78926
1, 0.65647, 0.10604
0, 0.00134, 0.78563
0, 0.00032, 0.52082
0, 0.00000, 0.83819
1, 0.98256, 0.30372
0, 0.00000, 0.94616
0, 0.01949, 0.19542
0, 0.00084, 0.80435
0, 0.00003, 0.87097
0, 0.06134, 0.94693
0, 0.00113, 0.68021
0, 0.00074, 0.00515
1, 0.88473, 0.16753
1, 0.99179, 0.42342
0, 0.00074, 0.83710
0, 0.00002, 0.28871
0, 0.00009, 0.37867
0, 0.00005, 0.36760
0, 0.00003, 0.92882
0, 0.00000, 0.26270
0, 0.00008, 0.23303
0, 0.32788, 0.54470
0, 0.35634, 0.65382
0, 0.00015, 0.87061
0, 0.00027, 0.34300
0, 0.00000, 0.36193
0, 0.00029, 0.71826
0, 0.00005, 0.15417
0, 0.00000, 0.32327
0, 0.00014, 0.28665
0, 0.00725, 0.71241
1, 1.00000, 0.25916
0, 0.00041, 0.62193
0, 0.00003, 0.31934
0, 0.00010, 0.21485
0, 0.00002, 0.40432
0, 0.00059, 0.59115
0, 0.00003, 0.91314
0, 0.00031, 0.23877
0, 0.00040, 0.52571
0, 0.00029, 0.30895
0, 0.00014, 0.56376
0, 0.00119, 0.10240
0, 0.00000, 0.03016
0, 0.00027, 0.21145
0, 0.00024, 0.22765
0, 0.00000, 0.87140
1, 0.91912, 0.47612
0, 0.00000, 0.44146
0, 0.00069, 0.06100
0, 0.88186, 0.94839
0, 0.00131, 0.61666
0, 0.00000, 0.20734
1, 0.91698, 0.99760
0, 0.00006, 0.53769
0, 0.00016, 0.54030
0, 0.00063, 0.68028
0, 0.00001, 0.44661
0, 0.00026, 0.13974
0, 0.00130, 0.64120
0, 0.00094, 0.81300
0, 0.00002, 0.72734
0, 0.00101, 0.48564
0, 0.00001, 0.06114
0, 0.00003, 0.05342
0, 0.06262, 0.78227
0, 0.00009, 0.97090
0, 0.00004, 0.51438
0, 0.00008, 0.76129
0, 0.00066, 0.78550
0, 0.00178, 0.06921
0, 0.00020, 0.11406
0, 0.95262, 0.22697
0, 0.00035, 0.15478
0, 0.00068, 0.59780
1, 0.99993, 0.70793
0, 0.00000, 0.48315
0, 0.00023, 0.65017
0, 0.00011, 0.85085
0, 0.00024, 0.11716
0, 0.00037, 0.80188
1, 0.98152, 0.47043
0, 0.00002, 0.73455
0, 0.00013, 0.24937
0, 0.06356, 0.34027
0, 0.00002, 0.33749
0, 0.00001, 0.04257
1, 0.99965, 0.10678
0, 0.00018, 0.77593
0, 0.00030, 0.65125
0, 0.08761, 0.26809
0, 0.00000, 0.59447
1, 0.99972, 0.26061
0, 0.00049, 0.73973
1, 0.98709, 0.19615
1, 0.93006, 0.12999
0, 0.00026, 0.18312
0, 0.00008, 0.55058
0, 0.00072, 0.23537
0, 0.00026, 0.86618
0, 0.00000, 0.17436
0, 0.00071, 0.51320
0, 0.00217, 0.11932
0, 0.00005, 0.84447
0, 0.00007, 0.28801
0, 0.00027, 0.65095
0, 0.01065, 0.53061
0, 0.00007, 0.74115
0, 0.00721, 0.15618
1, 0.96152, 0.03619
0, 0.00001, 0.64917
0, 0.00065, 0.34662
1, 0.92425, 0.33467
0, 0.00000, 0.05249
0, 0.00123, 0.42800
0, 0.00012, 0.05714
0, 0.00064, 0.61262
0, 0.00001, 0.29467
0, 0.00028, 0.16391
0, 0.00037, 0.84729
0, 0.00005, 0.91048
1, 0.99986, 0.28683
0, 0.00005, 0.49405
0, 0.00001, 0.34037
0, 0.00028, 0.08505
0, 0.00022, 0.70438
0, 0.00004, 0.41497
0, 0.00386, 0.13633
0, 0.00002, 0.38145
0, 0.00007, 0.40598
0, 0.00553, 0.69080
0, 0.00097, 0.28570
0, 0.00003, 0.44111
0, 0.00093, 0.72049
0, 0.00104, 0.75852
0, 0.00017, 0.93308
1, 0.98877, 0.52068
0, 0.00007, 0.41736
0, 0.00000, 0.14422
0, 0.00035, 0.22607
0, 0.00063, 0.00066
0, 0.00003, 0.15826
0, 0.00509, 0.75772
0, 0.00001, 0.85705
0, 0.00350, 0.03170
0, 0.00023, 0.15739
0, 0.00000, 0.11769
0, 0.00009, 0.19813
0, 0.00096, 0.72967
0, 0.00007, 0.29248
0, 0.00003, 0.55778
0, 0.00031, 0.02830
0, 0.00078, 0.64734
0, 0.00004, 0.51970
0, 0.00025, 0.89832
0, 0.00090, 0.77927
0, 0.00312, 0.04314
0, 0.00058, 0.77331
0, 0.00012, 0.87265
1, 0.84780, 0.03799
0, 0.00003, 0.01132
0, 0.00000, 0.24960
0, 0.00016, 0.38529
0, 0.00063, 0.57766
0, 0.00006, 0.40795
1, 0.93853, 0.42131
0, 0.00001, 0.65783
1, 0.69428, 0.18398
0, 0.00041, 0.51463
0, 0.00019, 0.36968
0, 0.00000, 0.72688
1, 0.99993, 0.20358
0, 0.13366, 0.20737
1, 0.99331, 0.54770
0, 0.00044, 0.26547
0, 0.00012, 0.98328
0, 0.00001, 0.79175
0, 0.00027, 0.06628
0, 0.00004, 0.70624
0, 0.00111, 0.82709
0, 0.00032, 0.29636
0, 0.00008, 0.33412
0, 0.00336, 0.47386
0, 0.00381, 0.75316
1, 0.94234, 0.82206
0, 0.00011, 0.79853
0, 0.00151, 0.68775
0, 0.00000, 0.40962
0, 0.00073, 0.08931
0, 0.00003, 0.36024
0, 0.00001, 0.88504
0, 0.00011, 0.12712
0, 0.00000, 0.83256
0, 0.00020, 0.76011
0, 0.00000, 0.86510
0, 0.00068, 0.94660
0, 0.00011, 0.55192
0, 0.00079, 0.13253
0, 0.00005, 0.12107
1, 0.83902, 0.37550
0, 0.00022, 0.93819
0, 0.00136, 0.30662
0, 0.00000, 0.06118
0, 0.00780, 0.54535
0, 0.00015, 0.05520
0, 0.00014, 0.56363
0, 0.00009, 0.69615
0, 0.00000, 0.21740
0, 0.00046, 0.92664
0, 0.00036, 0.60251
0, 0.00047, 0.21037
1, 0.91095, 0.32650
0, 0.00000, 0.80860
0, 0.00107, 0.12780
0, 0.00001, 0.09146
0, 0.00061, 0.29581
0, 0.30485, 0.29973
0, 0.00019, 0.69604
0, 0.00075, 0.76934
0, 0.06323, 0.70637
0, 0.00000, 0.62376
0, 0.55105, 0.72891
0, 0.00014, 0.78346
0, 0.00001, 0.43412
0, 0.00107, 0.19033
0, 0.00025, 0.03114
0, 0.00035, 0.05205
0, 0.00030, 0.58253
0, 0.00026, 0.66357
0, 0.00012, 0.36086
0, 0.00020, 0.66898
1, 0.99689, 0.86543
1, 0.74337, 0.03810
0, 0.00012, 0.56673
1, 0.99981, 0.12768
0, 0.00000, 0.48806
0, 0.00002, 0.24459
0, 0.00113, 0.91762
0, 0.00009, 0.09192
0, 0.00010, 0.50665
1, 0.96213, 0.83228
0, 0.00063, 0.63054
1, 0.87364, 0.07443
0, 0.00024, 0.55325
0, 0.00030, 0.92389
0, 0.00004, 0.02365
0, 0.00010, 0.76927
0, 0.00007, 0.84496
0, 0.00053, 0.18008
0, 0.00366, 0.28574
1, 0.95415, 0.13188
0, 0.00097, 0.46276
0, 0.00020, 0.35210
0, 0.00007, 0.02054
0, 0.00001, 0.81822
0, 0.00024, 0.70530
0, 0.00000, 0.00760
0, 0.00004, 0.26320
0, 0.00061, 0.64921
0, 0.00036, 0.40020
0, 0.00004, 0.23645
1, 0.97264, 0.02826
0, 0.00000, 0.61189
0, 0.00240, 0.60949
0, 0.00000, 0.41795
0, 0.00018, 0.33421
0, 0.00097, 0.85654
1, 0.98110, 0.48082
0, 0.00000, 0.25185
1, 0.10587, 0.79857
0, 0.00045, 0.46421
0, 0.00123, 0.52436
0, 0.00027, 0.08408
0, 0.00002, 0.94048
1, 0.98315, 0.64970
1, 0.94103, 0.60670
0, 0.00203, 0.43309
0, 0.00005, 0.68860
0, 0.00011, 0.63208
0, 0.00001, 0.26951
0, 0.00000, 0.46084
0, 0.00024, 0.38498
0, 0.00000, 0.53329
0, 0.00093, 0.28745
0, 0.00032, 0.36889
1, 0.99832, 0.31077
0, 0.00011, 0.44085
0, 0.73965, 0.91699
0, 0.00011, 0.72005
1, 0.90903, 0.13781
1, 0.99184, 0.43843
0, 0.00101, 0.49781
0, 0.00007, 0.41225
0, 0.00019, 0.02061
0, 0.00022, 0.55336
0, 0.00107, 0.67184
0, 0.00104, 0.59680
0, 0.00705, 0.29895
0, 0.00108, 0.60120
0, 0.00034, 0.62506
0, 0.00056, 0.62157
0, 0.00010, 0.67311
0, 0.00006, 0.63434
0, 0.00018, 0.12456
0, 0.00002, 0.59029
1, 0.98727, 0.63655
0, 0.00019, 0.80981
0, 0.00042, 0.88912
0, 0.00031, 0.58572
1, 0.99667, 0.02348
1, 0.79032, 0.33315
0, 0.00000, 0.55750
0, 0.00116, 0.48391
0, 0.00000, 0.84032
0, 0.00020, 0.87452
0, 0.14771, 0.26372
0, 0.00096, 0.68512
0, 0.00082, 0.08387
0, 0.00000, 0.21042
0, 0.00088, 0.24209
0, 0.00010, 0.10965
0, 0.00059, 0.86311
0, 0.00049, 0.15387
0, 0.00019, 0.34645
0, 0.00019, 0.25189
0, 0.00002, 0.84287
0, 0.00000, 0.05422
0, 0.00015, 0.14923
0, 0.00088, 0.95410
0, 0.00011, 0.78858
0, 0.00004, 0.87359
0, 0.00086, 0.70117
1, 0.99744, 0.37923
0, 0.00058, 0.40477
0, 0.00003, 0.44491
0, 0.00372, 0.86385
0, 0.00036, 0.92295
0, 0.00028, 0.00886
0, 0.00001, 0.03517
0, 0.00115, 0.63735
0, 0.00022, 0.87186
1, 0.96219, 0.88868
0, 0.00017, 0.19634
0, 0.00042, 0.14619
0, 0.00001, 0.40623
0, 0.33897, 0.87023
0, 0.00059, 0.28256
0, 0.00106, 0.51496
0, 0.00009, 0.66402
1, 0.99341, 0.30890
0, 0.00049, 0.31315
0, 0.00056, 0.79211
1, 0.99592, 0.04808
0, 0.00007, 0.80637
0, 0.00020, 0.12164
0, 0.00042, 0.04988
0, 0.00136, 0.83822
0, 0.00011, 0.45121
0, 0.00078, 0.73661
0, 0.00627, 0.09641
0, 0.00022, 0.57172
0, 0.00005, 0.68377
0, 0.00070, 0.59262
0, 0.00005, 0.69619
0, 0.00030, 0.50281
0, 0.00033, 0.47530
0, 0.00009, 0.35407
0, 0.00000, 0.37172
0, 0.00021, 0.63076
0, 0.00225, 0.66860
0, 0.00026, 0.34691
0, 0.00084, 0.93251
1, 0.83986, 0.41810
0, 0.00002, 0.44222
0, 0.00072, 0.38978
1, 0.85743, 0.62614
0, 0.00116, 0.27161
0, 0.00005, 0.54464
0, 0.00117, 0.52838
0, 0.00018, 0.12946
0, 0.00013, 0.94206
0, 0.00010, 0.30970
0, 0.00206, 0.90847
0, 0.00056, 0.27886
0, 0.00001, 0.64519
0, 0.00007, 0.45314
0, 0.00058, 0.23670
0, 0.00000, 0.52353
1, 0.96617, 0.47603
0, 0.00023, 0.79672
0, 0.00000, 0.57966
1, 0.03388, 0.93994
0, 0.00006, 0.06544
0, 0.00065, 0.13183
0, 0.00142, 0.10599
0, 0.00005, 0.15565
1, 0.99404, 0.40159
1, 0.99340, 0.09525
0, 0.00013, 0.22166
0, 0.00030, 0.92999
0, 0.00020, 0.12657
0, 0.00024, 0.39279
0, 0.00076, 0.54167
0, 0.00016, 0.07174
0, 0.00028, 0.76601
0, 0.00010, 0.70742
0, 0.00152, 0.26550
0, 0.00000, 0.89876
1, 0.38939, 0.60154
0, 0.00053, 0.52514
0, 0.00008, 0.48994
0, 0.00836, 0.25063
0, 0.00006, 0.06541
0, 0.00015, 0.35903
0, 0.00126, 0.95740
0, 0.00002, 0.75707
0, 0.00009, 0.22978
1, 0.95578, 0.29418
0, 0.00715, 0.12901
0, 0.00045, 0.33427
1, 0.99862, 0.86252
0, 0.00001, 0.10550
0, 0.00009, 0.89571
0, 0.00002, 0.84246
0, 0.00038, 0.73016
0, 0.00030, 0.22858
0, 0.00001, 0.61665
0, 0.00025, 0.54422
0, 0.00044, 0.16447
0, 0.00030, 0.88057
0, 0.00041, 0.66009
0, 0.00015, 0.26938
0, 0.00026, 0.95901
0, 0.00007, 0.39610
0, 0.00351, 0.94314
0, 0.00007, 0.78094
0, 0.00007, 0.55294
0, 0.00051, 0.40316
1, 0.91785, 0.28166
0, 0.00000, 0.38062
0, 0.00006, 0.56249
0, 0.00017, 0.90427
0, 0.00011, 0.69515
0, 0.00036, 0.90645
0, 0.00008, 0.32173
0, 0.00002, 0.49817
0, 0.00035, 0.16346
0, 0.00019, 0.56467
0, 0.00104, 0.60002
0, 0.00012, 0.79710
0, 0.83902, 0.71095
0, 0.00348, 0.57572
0, 0.00001, 0.20366
0, 0.00055, 0.44756
0, 0.00061, 0.39267
0, 0.00000, 0.03620
0, 0.00009, 0.47585
1, 0.99619, 0.75160
0, 0.00034, 0.90599
1, 0.94346, 0.10753
0, 0.00115, 0.04565
0, 0.00010, 0.39583
1, 0.89026, 0.18721
0, 0.29987, 0.49069
0, 0.00029, 0.95131
0, 0.00117, 0.10069
0, 0.00005, 0.62307
0, 0.00003, 0.63179
0, 0.59153, 0.05528
0, 0.00178, 0.61497
0, 0.00084, 0.33006
0, 0.00000, 0.35809
0, 0.00105, 0.19372
0, 0.00029, 0.28822
0, 0.00074, 0.29907
0, 0.00005, 0.61569
0, 0.00433, 0.04868
0, 0.00009, 0.62889
0, 0.00118, 0.43653
0, 0.00006, 0.75168
0, 0.00690, 0.88694
0, 0.00045, 0.45164
0, 0.00196, 0.95980
0, 0.00054, 0.17450
0, 0.00114, 0.16205
1, 1.00000, 0.60136
1, 0.98346, 0.64960
0, 0.00023, 0.06736
0, 0.00000, 0.65068
0, 0.00002, 0.04742
1, 0.89511, 0.66147
0, 0.00022, 0.45541
0, 0.00012, 0.25879
0, 0.00001, 0.32849
1, 0.91235, 0.32145
0, 0.00100, 0.98542
0, 0.00000, 0.04887
0, 0.00000, 0.53300
0, 0.00001, 0.18632
0, 0.00056, 0.50825
0, 0.00000, 0.15592
0, 0.00011, 0.64687
0, 0.00019, 0.41565
0, 0.00574, 0.81110
0, 0.00253, 0.42189
0, 0.00024, 0.45478
0, 0.00082, 0.68650
1, 1.00000, 0.70025
0, 0.00027, 0.43021
0, 0.00003, 0.09468
0, 0.00000, 0.86620
0, 0.00167, 0.02083
0, 0.00016, 0.81152
0, 0.00045, 0.72962
0, 0.00725, 0.11100
0, 0.00010, 0.55551
0, 0.00026, 0.69944
0, 0.00038, 0.86759
0, 0.00003, 0.59407
0, 0.00017, 0.44465
1, 0.77000, 0.88908
0, 0.00000, 0.10645
0, 0.00062, 0.63098
0, 0.00027, 0.16557
0, 0.00300, 0.71362
0, 0.00049, 0.91452
0, 0.00012, 0.78143
0, 0.00022, 0.81689
0, 0.00053, 0.26973
0, 0.00004, 0.44585
0, 0.00024, 0.62197
0, 0.00114, 0.70432
0, 0.00009, 0.13164
1, 0.90881, 0.31187
0, 0.00008, 0.80267
0, 0.00006, 0.22344
0, 0.00080, 0.68208
0, 0.00005, 0.58289
0, 0.00000, 0.00442
1, 0.98411, 0.09041
0, 0.00005, 0.67637
0, 0.00001, 0.52661
0, 0.00098, 0.38213
0, 0.46518, 0.51832
0, 0.00000, 0.53086
0, 0.00092, 0.49078
0, 0.00002, 0.31391
0, 0.00009, 0.28116
0, 0.00001, 0.11041
0, 0.00000, 0.94637
0, 0.00000, 0.95130
0, 0.00000, 0.70735
0, 0.00013, 0.36997
0, 0.00011, 0.92489
0, 0.00000, 0.05265
0, 0.00001, 0.76239
0, 0.00000, 0.85589
0, 0.00008, 0.59355
0, 0.00015, 0.90869
0, 0.00029, 0.12814
1, 0.99992, 0.24485
0, 0.00012, 0.67806
0, 0.00083, 0.19685
0, 0.00016, 0.32019
0, 0.00012, 0.52814
0, 0.00022, 0.16839
0, 0.00000, 0.66655
0, 0.00247, 0.02138
1, 0.98356, 0.64287
0, 0.00006, 0.62242
0, 0.00019, 0.84567
0, 0.00038, 0.50657
0, 0.00299, 0.75845
1, 0.93413, 0.02372
0, 0.00111, 0.73353
1, 0.99515, 0.87250
0, 0.00034, 0.32947
0, 0.00002, 0.19471
0, 0.00065, 0.07424
0, 0.00001, 0.52667
0, 0.00032, 0.88004
0, 0.00021, 0.03005
0, 0.00440, 0.00377
1, 0.98795, 0.30654
0, 0.00030, 0.29166
0, 0.00050, 0.91613
0, 0.00007, 0.93363
0, 0.00032, 0.34225
0, 0.00000, 0.55348
0, 0.00009, 0.59449
0, 0.00001, 0.48234
0, 0.00023, 0.25161
0, 0.00013, 0.52753
1, 0.80567, 0.43890
0, 0.00113, 0.35559
0, 0.00001, 0.13068
0, 0.00023, 0.16788
0, 0.00102, 0.73375
0, 0.00056, 0.31993
0, 0.00492, 0.55749
0, 0.01283, 0.71749
0, 0.00000, 0.55895
1, 0.99344, 0.22988
0, 0.00024, 0.04623
0, 0.00012, 0.46543
0, 0.00030, 0.21755
0, 0.00082, 0.68947
0, 0.00013, 0.61783
0, 0.00000, 0.70830
0, 0.00000, 0.49355
1, 0.22099, 0.63241
0, 0.00077, 0.06776
0, 0.00051, 0.02151
0, 0.00004, 0.04037
0, 0.00014, 0.28130
0, 0.00002, 0.73560
0, 0.00007, 0.66489
0, 0.00031, 0.16247
1, 0.03541, 0.20914
0, 0.00016, 0.41580
1, 0.97221, 0.97628
0, 0.00216, 0.38393
0, 0.00029, 0.02970
0, 0.00005, 0.55653
0, 0.00022, 0.02583
0, 0.00115, 0.02017
0, 0.00000, 0.68002
0, 0.00130, 0.62188
0, 0.00053, 0.59776
0, 0.00006, 0.97156
0, 0.00022, 0.04009
0, 0.00006, 0.60061
0, 0.00001, 0.00640
0, 0.00004, 0.98037
0, 0.00009, 0.25181
0, 0.00004, 0.23693
0, 0.11528, 0.05913
1, 0.10364, 0.84625
1, 0.99985, 0.97938
0, 0.00068, 0.76872
0, 0.00005, 0.72955
0, 0.00023, 0.48033
1, 0.95016, 0.76174
0, 0.00007, 0.65783
0, 0.00410, 0.17010
0, 0.00005, 0.54689
0, 0.00024, 0.40411
0, 0.00038, 0.30519
0, 0.00168, 0.65893
0, 0.00004, 0.61087
0, 0.00001, 0.95679
0, 0.00009, 0.64745
0, 0.00319, 0.21881
0, 0.00001, 0.55914
1, 0.99221, 0.79032
0, 0.00010, 0.16725
0, 0.00010, 0.13818
0, 0.00005, 0.69810
0, 0.00004, 0.48665
0, 0.00116, 0.18639
0, 0.00000, 0.52222
0, 0.00028, 0.71684
0, 0.00063, 0.17021
0, 0.00022, 0.07269
0, 0.00241, 0.22482
0, 0.00000, 0.49018
0, 0.00017, 0.17487
0, 0.00091, 0.68576
0, 0.00004, 0.85676
0, 0.00043, 0.22044
0, 0.00070, 0.73242
0, 0.00022, 0.15998
0, 0.00005, 0.75969
0, 0.00018, 0.25430
0, 0.00036, 0.55419
0, 0.00005, 0.03663
0, 0.00041, 0.16192
0, 0.39268, 0.76972
0, 0.00124, 0.59714
0, 0.00113, 0.48164
0, 0.00000, 0.07477
0, 0.80593, 0.00339
0, 0.00000, 0.83952
0, 0.00020, 0.45762
0, 0.00006, 0.45554
0, 0.00093, 0.28734
0, 0.00018, 0.06870
0, 0.00125, 0.70740
0, 0.00057, 0.54704
0, 0.00148, 0.03906
0, 0.00014, 0.55350
0, 0.00058, 0.00853
0, 0.00014, 0.48899
0, 0.00015, 0.28015
0, 0.00111, 0.65464
0, 0.00013, 0.37152
0, 0.00002, 0.40599
0, 0.00029, 0.39971
0, 0.00030, 0.79978
0, 0.00587, 0.72097
0, 0.00010, 0.07677
0, 0.12907, 0.95853
0, 0.00004, 0.04978
0, 0.00032, 0.66436
0, 0.00009, 0.22400
0, 0.00116, 0.86120
0, 0.00018, 0.57318
0, 0.00039, 0.79966
1, 0.99341, 0.39061
0, 0.00000, 0.31156
0, 0.00002, 0.69712
0, 0.00291, 0.67755
0, 0.00086, 0.15464
0, 0.00051, 0.56611
0, 0.00024, 0.59321
1, 0.98122, 0.67973
0, 0.00001, 0.90147
0, 0.00002, 0.84683
0, 0.00038, 0.73853
1, 0.93710, 0.69582
0, 0.00011, 0.74807
0, 0.00043, 0.30883
0, 0.00004, 0.24286
0, 0.00000, 0.44402
0, 0.00114, 0.10142
0, 0.00000, 0.96683
0, 0.00050, 0.82802
0, 0.00015, 0.00352
0, 0.21654, 0.84462
1, 0.94328, 0.69373
0, 0.00001, 0.16289
0, 0.00210, 0.64232
0, 0.00054, 0.00210
0, 0.00007, 0.55523
0, 0.00033, 0.42272
0, 0.00007, 0.96239
0, 0.00025, 0.47975
1, 0.55105, 0.92499
1, 0.98872, 0.86526
0, 0.00003, 0.53730
1, 0.55105, 0.15084
0, 0.00006, 0.31247
0, 0.00000, 0.90492
0, 0.00005, 0.98685
0, 0.00048, 0.62706
0, 0.00001, 0.17730
0, 0.00000, 0.90885
0, 0.00013, 0.88355
1, 0.98219, 0.37698
0, 0.00000, 0.41175
0, 0.00001, 0.05402
